"FMS_Temp","CYCLE","Bottle","DateTime","CO2_Samp","CO2_Samp_stdv","O2_Samp","O2_Samp_stdv","FlowRate_Samp","FlowRate_Samp_stdv","CO2_BG","CO2_BG_stdv","O2_BG","O2_BG_stdv","FlowRate_BG","FlowRate_BG_stdv"
24.983,0,1,"2023-10-27 17:04:39",0.006777,6.5328231093286e-05,21.8660000000001,0.000666666666668074,47.3,0,0.065651,0.000132535110652067,20.95,2.368475785867e-15,47.23,0.0483045891539621
24.995,0,2,"2023-10-27 17:13:09",0.010646,7.97496081495072e-05,21.8679000000001,0.000316227766018223,47.3,0,0.065398,7.99722173980158e-05,20.95,2.368475785867e-15,47.22,0.042163702135576
25.05,0,3,"2023-10-27 17:21:39",0.011085,6.86779925934551e-05,21.8682000000001,0.000516397779494036,47.3,0,0.064242,0.000175739706510636,20.95,0.000516397779494495,47.2,0
25.04,0,4,"2023-10-27 17:30:09",0.014215,4.76678321535834e-05,21.8665818181818,0.000313554617756627,47.3,0,0.062669,0.000124315905838492,20.95,0.000474252912394269,47.19,0.0316227766016842
24.82,0,5,"2023-10-27 17:38:39",0.014413,5.29255241930688e-05,21.8709272727274,3.6698792167664e-05,47.3,0,0.062209,0.000202014850939232,20.95,0.000420036875085679,47.2,0
24.86,0,6,"2023-10-27 17:47:09",0.015565,7.36734536843346e-05,21.8747272727272,0.000750308578494552,47.3,0,0.063394,9.47745863732602e-05,20.95,0.000363299507276006,47.2,0
24.986,0,8,"2023-10-27 18:04:09",0.016072,8.53489569030844e-05,21.8605818181818,0.000580258853184472,47.3,0,0.063892,0.000126824463115143,20.95,0.00030262599290585,47.2,0
25.03,0,9,"2023-10-27 18:12:39",0.017158,0.000129254271367204,21.8654,0.000807373427759112,47.3,0,0.064263,0.000164387752990705,20.95,0.000438853725735653,47.2,0
24.853,0,10,"2023-10-27 18:23:39",0.49672,0.000809389344574728,20.8143090909091,0.00223199869664311,47.45,0.0527046276694737,0.06388,0.000194422220952234,20.95,0.000467099366497884,47.3,0.0471404520791022
25.04,1,1,"2023-10-27 19:04:49",0.006462,7.95543140809402e-05,21.8684,0.000516397779493119,47.3,0,0.065942,0.000115161722035677,20.95,0,47.22,0.042163702135576
24.969,1,2,"2023-10-27 19:13:19",0.016621,0.000135437562490372,21.8456393939394,0.000503522942411723,47.4,0,0.064984,5.50151494287399e-05,20.95,0.000334341908508034,47.3,0
25.05,1,3,"2023-10-27 19:21:49",0.017496,5.27467745196066e-05,21.8444606060606,0.000438853725735723,47.37,0.0483045891539655,0.065239,7.14065045278712e-05,20.95,0.00025949964805508,47.3,0
25.1,1,4,"2023-10-27 19:30:19",0.02546,4.57043640026737e-05,21.8157424242423,1.8349396082789e-05,47.39,0.0316227766016842,0.065072,0.000116599980941489,20.95,0.000315694947161579,47.29,0.031622776601682
